model,case_id,variant_id,evidence_state,surface_form,comparison,independent_disposition,comparison_disposition,independent_correct,comparison_correct,change_kind
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-3,remote_checkin-incomplete-3--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-3,remote_checkin-incomplete-3--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-3,remote_checkin-incomplete-3--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-3,remote_checkin-invalid-3--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-3,remote_checkin-invalid-3--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-3,remote_checkin-invalid-3--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-invalid-3,remote_checkin-invalid-3--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-1,shelter_maintenance-conflict-1--record_first,conflict,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-1,shelter_maintenance-conflict-1--record_first,conflict,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-1,shelter_maintenance-conflict-1--record_first,conflict,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-2,shelter_maintenance-conflict-2--record_first,conflict,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-2,shelter_maintenance-conflict-2--record_first,conflict,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-2,shelter_maintenance-conflict-2--record_first,conflict,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-3,shelter_maintenance-conflict-3--record_first,conflict,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-3,shelter_maintenance-conflict-3--record_first,conflict,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-conflict-3,shelter_maintenance-conflict-3--record_first,conflict,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-1,shelter_maintenance-incomplete-1--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-1,shelter_maintenance-incomplete-1--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-1,shelter_maintenance-incomplete-1--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-1,shelter_maintenance-incomplete-1--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-2,shelter_maintenance-incomplete-2--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-2,shelter_maintenance-incomplete-2--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-2,shelter_maintenance-incomplete-2--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-2,shelter_maintenance-incomplete-2--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-3,shelter_maintenance-incomplete-3--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-3,shelter_maintenance-incomplete-3--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-3,shelter_maintenance-incomplete-3--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-incomplete-3,shelter_maintenance-incomplete-3--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-1,shelter_maintenance-invalid-1--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-1,shelter_maintenance-invalid-1--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-1,shelter_maintenance-invalid-1--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-1,shelter_maintenance-invalid-1--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-2,shelter_maintenance-invalid-2--policy_first,invalid,policy_first,prior_rationale,INELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-2,shelter_maintenance-invalid-2--policy_first,invalid,policy_first,evidence_checklist,INELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-2,shelter_maintenance-invalid-2--policy_first,invalid,policy_first,commit_then_review,INELIGIBLE,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-2,shelter_maintenance-invalid-2--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-2,shelter_maintenance-invalid-2--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-2,shelter_maintenance-invalid-2--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-3,shelter_maintenance-invalid-3--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-3,shelter_maintenance-invalid-3--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-3,shelter_maintenance-invalid-3--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,shelter_maintenance-invalid-3,shelter_maintenance-invalid-3--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-1,accessible_transport-conflict-1--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-1,accessible_transport-conflict-1--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-1,accessible_transport-conflict-1--record_first,conflict,record_first,evidence_checklist,HUMAN_REVIEW,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-2,accessible_transport-conflict-2--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-2,accessible_transport-conflict-2--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-2,accessible_transport-conflict-2--record_first,conflict,record_first,evidence_checklist,HUMAN_REVIEW,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-3,accessible_transport-conflict-3--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-3,accessible_transport-conflict-3--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-conflict-3,accessible_transport-conflict-3--record_first,conflict,record_first,evidence_checklist,HUMAN_REVIEW,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-incomplete-1,accessible_transport-incomplete-1--policy_first,incomplete,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-incomplete-1,accessible_transport-incomplete-1--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,HUMAN_REVIEW,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-incomplete-1,accessible_transport-incomplete-1--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-incomplete-2,accessible_transport-incomplete-2--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,HUMAN_REVIEW,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-incomplete-2,accessible_transport-incomplete-2--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-incomplete-3,accessible_transport-incomplete-3--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,HUMAN_REVIEW,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-incomplete-3,accessible_transport-incomplete-3--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-1,accessible_transport-invalid-1--policy_first,invalid,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-1,accessible_transport-invalid-1--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-1,accessible_transport-invalid-1--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-1,accessible_transport-invalid-1--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-2,accessible_transport-invalid-2--policy_first,invalid,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-2,accessible_transport-invalid-2--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-2,accessible_transport-invalid-2--record_first,invalid,record_first,commit_then_review,INELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-3,accessible_transport-invalid-3--policy_first,invalid,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-3,accessible_transport-invalid-3--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-invalid-3,accessible_transport-invalid-3--record_first,invalid,record_first,commit_then_review,INELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-valid-1,accessible_transport-valid-1--policy_first,valid,policy_first,prior_rationale,NEED_INFORMATION,HUMAN_REVIEW,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-valid-1,accessible_transport-valid-1--policy_first,valid,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-valid-2,accessible_transport-valid-2--policy_first,valid,policy_first,prior_rationale,NEED_INFORMATION,HUMAN_REVIEW,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-valid-2,accessible_transport-valid-2--policy_first,valid,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-valid-3,accessible_transport-valid-3--policy_first,valid,policy_first,prior_rationale,NEED_INFORMATION,HUMAN_REVIEW,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,accessible_transport-valid-3,accessible_transport-valid-3--policy_first,valid,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-1,complaint_callback-conflict-1--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-1,complaint_callback-conflict-1--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-1,complaint_callback-conflict-1--record_first,conflict,record_first,prior_rationale,HUMAN_REVIEW,ELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-1,complaint_callback-conflict-1--record_first,conflict,record_first,evidence_checklist,HUMAN_REVIEW,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-2,complaint_callback-conflict-2--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-2,complaint_callback-conflict-2--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-2,complaint_callback-conflict-2--record_first,conflict,record_first,prior_rationale,HUMAN_REVIEW,ELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-2,complaint_callback-conflict-2--record_first,conflict,record_first,evidence_checklist,HUMAN_REVIEW,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-3,complaint_callback-conflict-3--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-3,complaint_callback-conflict-3--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-3,complaint_callback-conflict-3--record_first,conflict,record_first,prior_rationale,HUMAN_REVIEW,ELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-conflict-3,complaint_callback-conflict-3--record_first,conflict,record_first,evidence_checklist,HUMAN_REVIEW,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-incomplete-1,complaint_callback-incomplete-1--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-incomplete-2,complaint_callback-incomplete-2--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-incomplete-3,complaint_callback-incomplete-3--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-1,complaint_callback-invalid-1--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-1,complaint_callback-invalid-1--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-1,complaint_callback-invalid-1--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-2,complaint_callback-invalid-2--policy_first,invalid,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-2,complaint_callback-invalid-2--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-2,complaint_callback-invalid-2--record_first,invalid,record_first,commit_then_review,INELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-3,complaint_callback-invalid-3--policy_first,invalid,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-3,complaint_callback-invalid-3--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-invalid-3,complaint_callback-invalid-3--record_first,invalid,record_first,commit_then_review,INELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-valid-1,complaint_callback-valid-1--policy_first,valid,policy_first,commit_then_review,ELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-valid-2,complaint_callback-valid-2--policy_first,valid,policy_first,commit_then_review,ELIGIBLE,HUMAN_REVIEW,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-valid-3,complaint_callback-valid-3--policy_first,valid,policy_first,commit_then_review,ELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-1,document_support-conflict-1--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-1,document_support-conflict-1--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-2,document_support-conflict-2--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-2,document_support-conflict-2--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-3,document_support-conflict-3--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-3,document_support-conflict-3--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-1,document_support-invalid-1--policy_first,invalid,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-1,document_support-invalid-1--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-1,document_support-invalid-1--record_first,invalid,record_first,commit_then_review,INELIGIBLE,NEED_INFORMATION,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-2,document_support-invalid-2--policy_first,invalid,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-2,document_support-invalid-2--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-3,document_support-invalid-3--policy_first,invalid,policy_first,prior_rationale,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-3,document_support-invalid-3--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-3,document_support-invalid-3--record_first,invalid,record_first,commit_then_review,INELIGIBLE,HUMAN_REVIEW,True,False,harmful
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-1,document_support-valid-1--policy_first,valid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-2,document_support-valid-2--policy_first,valid,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-3,document_support-valid-3--policy_first,valid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-1,family_contact-conflict-1--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,HUMAN_REVIEW,False,True,corrective
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-1,family_contact-conflict-1--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-2,family_contact-conflict-2--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-2,family_contact-conflict-2--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,False,different_same_correctness
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-3,family_contact-conflict-3--policy_first,conflict,policy_first,prior_rationale,NEED_INFORMATION,HUMAN_REVIEW,False,True,corrective
