model,model_id,revision,case_id,variant_id,service_family,surface_form,evidence_state,target_disposition,condition,parser_mode,predicted_disposition,reply_characters,reply_words,unsupported_identifier_count,disposition_correct,clause_correct,evidence_correct,fully_grounded,schema_valid,strict_format,failure_to_correct,false_eligibility,appropriate_information_request,appropriate_human_review,changed_disposition,corrective_update,harmful_update,preliminary_correct
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-2,interpretation_booking-valid-2--record_first,interpretation_booking,record_first,valid,ELIGIBLE,prior_rationale,recovered,ELIGIBLE,166,23,0,1,1,1,1,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-2,interpretation_booking-valid-2--record_first,interpretation_booking,record_first,valid,ELIGIBLE,evidence_checklist,recovered,ELIGIBLE,112,15,0,1,1,1,1,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-2,interpretation_booking-valid-2--record_first,interpretation_booking,record_first,valid,ELIGIBLE,commit_then_review,recovered,ELIGIBLE,153,21,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-3,interpretation_booking-valid-3--policy_first,interpretation_booking,policy_first,valid,ELIGIBLE,independent_review,recovered,ELIGIBLE,150,21,0,1,1,1,1,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-3,interpretation_booking-valid-3--policy_first,interpretation_booking,policy_first,valid,ELIGIBLE,prior_rationale,recovered,ELIGIBLE,140,20,0,1,1,1,1,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-3,interpretation_booking-valid-3--policy_first,interpretation_booking,policy_first,valid,ELIGIBLE,evidence_checklist,recovered,ELIGIBLE,159,22,0,1,1,1,1,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-3,interpretation_booking-valid-3--policy_first,interpretation_booking,policy_first,valid,ELIGIBLE,commit_then_review,recovered,ELIGIBLE,159,22,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-3,interpretation_booking-valid-3--record_first,interpretation_booking,record_first,valid,ELIGIBLE,independent_review,recovered,ELIGIBLE,130,17,0,1,1,1,1,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-3,interpretation_booking-valid-3--record_first,interpretation_booking,record_first,valid,ELIGIBLE,prior_rationale,recovered,ELIGIBLE,166,23,0,1,1,1,1,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-3,interpretation_booking-valid-3--record_first,interpretation_booking,record_first,valid,ELIGIBLE,evidence_checklist,recovered,ELIGIBLE,112,15,0,1,1,1,1,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-valid-3,interpretation_booking-valid-3--record_first,interpretation_booking,record_first,valid,ELIGIBLE,commit_then_review,recovered,ELIGIBLE,153,21,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-1,interpretation_booking-invalid-1--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,independent_review,recovered,ELIGIBLE,147,21,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-1,interpretation_booking-invalid-1--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,prior_rationale,recovered,ELIGIBLE,140,20,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-1,interpretation_booking-invalid-1--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,evidence_checklist,recovered,ELIGIBLE,159,22,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-1,interpretation_booking-invalid-1--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,commit_then_review,recovered,ELIGIBLE,140,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-1,interpretation_booking-invalid-1--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,independent_review,recovered,ELIGIBLE,127,18,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-1,interpretation_booking-invalid-1--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,prior_rationale,recovered,ELIGIBLE,147,21,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-1,interpretation_booking-invalid-1--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,evidence_checklist,recovered,ELIGIBLE,159,22,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-1,interpretation_booking-invalid-1--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,commit_then_review,recovered,ELIGIBLE,129,18,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-2,interpretation_booking-invalid-2--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,independent_review,recovered,ELIGIBLE,141,20,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-2,interpretation_booking-invalid-2--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,prior_rationale,recovered,ELIGIBLE,150,22,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-2,interpretation_booking-invalid-2--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,evidence_checklist,recovered,ELIGIBLE,166,23,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-2,interpretation_booking-invalid-2--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,commit_then_review,recovered,ELIGIBLE,157,23,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-2,interpretation_booking-invalid-2--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,independent_review,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-2,interpretation_booking-invalid-2--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,prior_rationale,recovered,ELIGIBLE,147,21,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-2,interpretation_booking-invalid-2--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,evidence_checklist,recovered,ELIGIBLE,159,22,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-2,interpretation_booking-invalid-2--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,commit_then_review,recovered,ELIGIBLE,129,18,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-3,interpretation_booking-invalid-3--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,independent_review,recovered,ELIGIBLE,147,21,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-3,interpretation_booking-invalid-3--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,prior_rationale,recovered,ELIGIBLE,145,21,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-3,interpretation_booking-invalid-3--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,evidence_checklist,recovered,ELIGIBLE,159,22,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-3,interpretation_booking-invalid-3--policy_first,interpretation_booking,policy_first,invalid,INELIGIBLE,commit_then_review,recovered,ELIGIBLE,140,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-3,interpretation_booking-invalid-3--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,independent_review,recovered,ELIGIBLE,143,20,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-3,interpretation_booking-invalid-3--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,prior_rationale,recovered,ELIGIBLE,147,21,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-3,interpretation_booking-invalid-3--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,evidence_checklist,recovered,ELIGIBLE,159,22,0,0,0,1,0,1,0,0,1,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-invalid-3,interpretation_booking-invalid-3--record_first,interpretation_booking,record_first,invalid,INELIGIBLE,commit_then_review,recovered,ELIGIBLE,129,18,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,independent_review,recovered,ELIGIBLE,147,20,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,prior_rationale,recovered,ELIGIBLE,143,20,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,evidence_checklist,recovered,NEED_INFORMATION,183,25,0,1,1,1,1,1,0,0,0,1,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,commit_then_review,recovered,ELIGIBLE,140,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,independent_review,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,prior_rationale,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,evidence_checklist,recovered,ELIGIBLE,142,20,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,commit_then_review,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,independent_review,recovered,ELIGIBLE,144,20,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,prior_rationale,recovered,ELIGIBLE,164,23,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,evidence_checklist,recovered,NEED_INFORMATION,183,25,0,1,1,1,1,1,0,0,0,1,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,commit_then_review,recovered,ELIGIBLE,140,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,independent_review,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,prior_rationale,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,evidence_checklist,recovered,ELIGIBLE,142,20,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,commit_then_review,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,independent_review,recovered,ELIGIBLE,147,20,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,prior_rationale,recovered,ELIGIBLE,143,20,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,evidence_checklist,recovered,NEED_INFORMATION,135,19,0,1,1,1,1,1,0,0,0,1,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,commit_then_review,recovered,ELIGIBLE,140,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,independent_review,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,prior_rationale,recovered,ELIGIBLE,149,21,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,evidence_checklist,recovered,ELIGIBLE,142,20,0,0,0,1,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,commit_then_review,recovered,ELIGIBLE,88,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,independent_review,recovered,ELIGIBLE,162,23,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,prior_rationale,recovered,ELIGIBLE,140,20,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,recovered,ELIGIBLE,169,23,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,commit_then_review,recovered,ELIGIBLE,167,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-1,interpretation_booking-conflict-1--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,independent_review,recovered,ELIGIBLE,143,19,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-1,interpretation_booking-conflict-1--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,prior_rationale,recovered,ELIGIBLE,166,23,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-1,interpretation_booking-conflict-1--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,evidence_checklist,recovered,ELIGIBLE,159,22,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-1,interpretation_booking-conflict-1--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,commit_then_review,recovered,ELIGIBLE,143,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,independent_review,recovered,ELIGIBLE,167,24,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,prior_rationale,recovered,ELIGIBLE,140,20,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,recovered,ELIGIBLE,169,23,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,commit_then_review,recovered,ELIGIBLE,167,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-2,interpretation_booking-conflict-2--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,independent_review,recovered,ELIGIBLE,143,19,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-2,interpretation_booking-conflict-2--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,prior_rationale,recovered,ELIGIBLE,166,23,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-2,interpretation_booking-conflict-2--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,evidence_checklist,recovered,ELIGIBLE,166,23,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-2,interpretation_booking-conflict-2--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,commit_then_review,recovered,ELIGIBLE,143,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,independent_review,recovered,ELIGIBLE,167,24,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,prior_rationale,recovered,ELIGIBLE,140,20,0,0,0,0,0,1,0,0,0,0,0,,,,
Gemma-3-4B,mlx-community/gemma-3-text-4b-it-4bit,4f665a4c50ecfe4ecdc34056ab52fe3e3c4abf9e,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,recovered,ELIGIBLE,169,23,0,0,0,0,0,1,0,0,0,0,0,,,,
